quadrosTotal,quadrosTotalPercent,totalPercent,quadrosCalls,calls,quadrosTotalTime,totalTime,quadrosGCMemory,gcMemory
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
10,10,,10,,10,,10,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
20,20,,20,,20,,20,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,0.0%,,4,,0.09,,0
,,0.0%,,4,,0.00,,0
,,0.0%,,2,,0.00,,0
30,30,0.0%,30,12,30,0.00,30,0
,,0.0%,,12,,0.00,,0
,,0.0%,,6,,0.00,,0
,,0.0%,,14,,0.00,,0
,,0.0%,,10,,0.00,,0
,,0.0%,,6,,0.00,,0
,,0.0%,,4,,0.00,,0
,,0.0%,,6,,0.01,,0
,,0.0%,,2,,0.00,,0
,,0.0%,,4,,0.00,,0
40,40,0.0%,40,4,40,0.00,40,0
,,0.0%,,8,,0.00,,0
,,0.0%,,2,,0.00,,0
,,0.0%,,6,,0.00,,
,,0.0%,,,,,,0
END,END,0.0%,END,6,END,0.00,END,END
,,,,6,,END,,
,,0.0%,,END,,,,
,,END,,,,,,
