quadrosTotal,quadrosTotalPercent,totalPercent,quadrosCalls,calls,quadrosTotalTime,totalTime,quadrosGCMemory,gcMemory
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
10,10,,10,,10,,10,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
20,20,,20,,20,,20,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
30,30,,30,,30,,30,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,0.5%,,2,,,,0
40,40,,40,,40,,40,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,0.00,,
,,0.0%,,2,,0.01,,0
,,0.0%,,2,,,,
,,,,,,,,
50,50,,50,,50,,50,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,0.00,,0
,,0.0%,,4,,,,
,,0.0%,,4,,,,
60,60,,60,,60,,60,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,0.00,,0
,,,,,,,,0
,,0.0%,,6,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
70,70,,70,,70,0.00,70,
,,,,,,0.00,,0
,,0.0%,,4,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,0.00,,0
,,0.0%,,2,,0.00,,0
,,0.0%,,2,,,,0
80,80,,80,,80,,80,
,,,,,,,,
,,,,,,0.00,,
,,0.0%,,2,,,,0
,,,,2,,,,
,,,,,,,,
,,,,,,0.00,,
,,0.0%,,,,,,0
,,,,2,,0.00,,
,,,,,,,,0
90,90,,90,2,90,,90,0
,,,,,,,,
,,,,,,,,
,,0.0%,,,,0.00,,
,,,,,,,,
,,,,6,,,,0
,,0.0%,,,,0.00,,
,,0.0%,,,,,,
,,,,2,,,,0
,,,,,,,,
100,100,,100,,100,,100,
,,,,,,,,
,,,,,,,,
,,0.0%,,,,,,
,,,,2,,,,0
,,,,,,0.00,,
,,,,,,,,
,,0.0%,,,,0.00,,
,,,,2,,,,0
,,0.0%,,2,,,,
110,110,0.0%,110,,110,,110,0
,,0.0%,,6,,0.00,,0
,,,,4,,0.00,,
,,,,,,0.00,,
,,,,,,,,
,,0.0%,,,,,,0
,,0.0%,,2,,,,0
,,,,2,,,,
,,,,2,,,,
,,,,,,,,
120,120,,120,,120,,120,
,,,,,,0.00,,
,,,,,,0.00,,
,,,,,,,,
,,0.0%,,,,,,0
,,0.0%,,,,0.00,,
,,,,,,,,
,,,,,,,,0
,,0.0%,,2,,0.00,,
,,,,,,,,
130,130,,130,,130,,130,0
,,0.0%,,2,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
