quadrosTotal,quadrosTotalPercent,totalPercent,quadrosCalls,calls,quadrosTotalTime,totalTime,quadrosGCMemory,gcMemory
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
10,10,,10,,10,,10,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
20,20,,20,,20,,20,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
30,30,,30,,30,,30,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
40,40,,40,,40,,40,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
50,50,,50,,50,,50,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
60,60,,60,,60,,60,
,,,,,,,,
,,0.6%,,4,,,,
,,0.0%,,4,,,,
,,,,4,,,,
,,,,,,,,
,,,,,,,,
,,,,,,0.00,,0
,,,,,,,,0
,,0.0%,,,,,,
70,70,0.0%,70,8,70,,70,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,0.00,,
,,,,,,0.00,,0
,,,,,,0.00,,0
80,80,0.0%,80,2,80,0.00,80,
,,0.0%,,2,,,,0
,,0.0%,,4,,,,0
,,,,4,,,,0
,,,,,,,,
,,,,10,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
90,90,,90,,90,,90,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,0.00,,
,,,,,,0.00,,
,,0.0%,,,,0.00,,0
,,,,,,,,
100,100,,100,2,100,,100,
,,,,2,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,0.0%,,,,0.00,,0
,,0.0%,,,,0.00,,0
,,0.0%,,,,0.00,,0
,,0.0%,,4,,0.00,,0
,,0.0%,,4,,0.00,,
110,110,,110,2,110,0.00,110,
,,,,2,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,0
,,0.0%,,,,,,0
,,0.0%,,,,0.00,,0
120,120,0.0%,120,4,120,0.00,120,0
,,,,,,0.00,,
,,0.0%,,4,,,,0
,,0.0%,,,,0.00,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,0
,,0.0%,,2,,0.00,,
,,0.0%,,2,,,,0
130,130,0.0%,130,,130,,130,
,,,,,,,,
,,0.0%,,,,,,
,,,,,,,,
,,,,2,,0.00,,0
,,,,2,,0.00,,0
,,,,2,,0.00,,0
,,0.0%,,2,,0.00,,0
,,0.0%,,2,,0.00,,0
,,0.0%,,2,,,,
