quadrosTotal,quadrosTotalPercent,totalPercent,quadrosCalls,calls,quadrosTotalTime,totalTime,quadrosGCMemory,gcMemory
,,,,,,,,
,,0.7%,,64,,0.05,,32
,,0.1%,,80,,0.07,,0
,,0.3%,,56,,0.03,,0
,,0.3%,,118,,0.04,,0
,,0.8%,,62,,0.04,,0
,,0.2%,,62,,0.05,,0
,,0.2%,,62,,0.05,,0
,,0.3%,,76,,0.04,,0
10,10,0.2%,10,74,10,0.05,10,0
,,0.5%,,86,,0.18,,0
,,0.8%,,80,,0.05,,0
,,0.7%,,88,,0.04,,0
,,0.2%,,76,,0.06,,0
,,0.3%,,98,,0.05,,0
,,0.3%,,92,,0.05,,0
,,0.3%,,112,,0.05,,0
,,0.2%,,96,,0.04,,0
,,0.1%,,92,,0.04,,0
20,20,0.1%,20,108,20,0.07,20,0
,,0.3%,,118,,0.09,,0
,,0.3%,,118,,0.04,,0
,,0.3%,,172,,0.04,,0
,,0.7%,,162,,0.06,,0
,,0.3%,,98,,0.04,,0
,,0.2%,,102,,0.05,,0
,,0.3%,,104,,0.06,,0
,,0.2%,,108,,0.04,,0
,,0.1%,,108,,0.10,,0
30,30,0.5%,30,160,30,0.04,30,0
,,0.5%,,116,,0.05,,0
,,0.2%,,116,,0.07,,0
,,0.2%,,126,,0.07,,0
,,0.3%,,158,,0.05,,0
,,0.4%,,112,,0.11,,0
,,0.3%,,172,,0.14,,0
,,0.2%,,128,,0.06,,0
,,0.2%,,172,,0.07,,0
,,0.6%,,164,,0.06,,0
40,40,0.4%,40,116,40,0.05,40,0
,,0.2%,,98,,0.10,,0
,,0.5%,,124,,0.06,,0
,,0.3%,,124,,0.05,,0
,,0.1%,,116,,0.10,,0
,,0.4%,,192,,0.10,,0
,,0.5%,,178,,0.04,,0
,,0.2%,,114,,0.05,,0
,,0.4%,,128,,0.07,,0
,,0.2%,,118,,0.06,,0
50,50,0.4%,50,128,50,0.06,50,0
,,0.2%,,116,,0.09,,0
,,0.2%,,138,,0.10,,0
,,0.4%,,180,,0.07,,0
,,0.2%,,116,,0.11,,0
,,0.2%,,170,,0.10,,0
,,0.4%,,170,,0.08,,0
,,0.3%,,128,,0.05,,0
,,0.3%,,178,,0.09,,0
,,0.1%,,102,,0.10,,0
60,60,0.4%,60,194,60,0.10,60,0
,,0.3%,,112,,0.08,,0
,,0.3%,,206,,0.06,,0
,,0.2%,,94,,0.09,,0
,,0.3%,,204,,0.04,,0
,,0.2%,,112,,0.08,,0
,,0.1%,,206,,0.09,,0
,,0.3%,,128,,0.07,,0
,,0.2%,,196,,0.09,,0
,,0.3%,,178,,0.06,,0
70,70,0.1%,70,128,70,0.16,70,0
,,0.3%,,286,,0.09,,0
