quadrosTotal,quadrosTotalPercent,totalPercent,quadrosCalls,calls,quadrosTotalTime,totalTime,quadrosGCMemory,gcMemory
,,,,,,,,
,,,,,,,,
,,1.0%,,4,,0.12,,0
,,0.0%,,2,,0.00,,0
,,0.0%,,4,,0.00,,0
,,0.0%,,4,,0.00,,0
,,0.0%,,8,,0.00,,0
,,0.0%,,4,,0.00,,0
,,0.0%,,4,,0.00,,0
10,10,0.0%,10,6,10,0.00,10,0
,,0.0%,,10,,0.00,,0
,,0.0%,,6,,0.00,,0
,,0.0%,,6,,0.00,,0
,,0.0%,,6,,0.00,,0
,,0.0%,,6,,0.00,,0
,,0.0%,,6,,0.00,,0
,,0.0%,,8,,0.00,,0
,,0.0%,,8,,0.00,,0
,,0.0%,,8,,0.00,,0
20,20,0.0%,20,8,20,0.00,20,0
,,0.0%,,8,,0.00,,0
,,0.1%,,10,,0.00,,0
,,0.0%,,8,,0.01,,0
,,0.1%,,10,,0.00,,0
,,0.0%,,12,,0.02,,0
,,0.0%,,8,,0.00,,0
,,0.0%,,10,,0.00,,0
,,0.0%,,10,,0.01,,0
,,0.0%,,10,,0.00,,0
30,30,0.1%,30,10,30,0.00,30,0
,,0.5%,,10,,0.00,,0
,,0.0%,,10,,0.00,,0
,,0.0%,,26,,0.03,,0
,,0.0%,,12,,0.03,,0
,,0.0%,,12,,0.00,,0
,,0.0%,,12,,0.00,,0
,,0.0%,,10,,0.00,,0
,,0.3%,,10,,0.00,,0
,,0.0%,,14,,0.00,,0
40,40,0.0%,40,14,40,0.00,40,0
,,0.0%,,12,,0.02,,0
,,0.0%,,16,,0.00,,0
,,0.0%,,12,,0.00,,0
,,0.0%,,12,,0.00,,0
,,0.0%,,10,,0.00,,0
,,0.0%,,12,,0.00,,0
,,0.0%,,10,,0.00,,0
,,0.0%,,16,,0.01,,0
,,0.0%,,10,,0.00,,0
50,50,0.0%,50,14,50,0.01,50,0
,,0.0%,,16,,0.00,,0
,,0.0%,,14,,0.01,,0
,,0.1%,,16,,0.01,,0
,,0.0%,,16,,0.00,,0
,,0.0%,,16,,0.01,,0
,,0.0%,,14,,0.01,,0
,,0.0%,,18,,0.00,,0
,,0.0%,,16,,0.01,,0
,,0.0%,,16,,0.01,,0
60,60,0.3%,60,16,60,0.01,60,0
,,0.0%,,16,,0.00,,0
,,0.0%,,18,,0.02,,0
,,0.0%,,16,,0.00,,0
,,0.0%,,16,,0.01,,0
,,0.0%,,20,,0.01,,0
,,0.0%,,18,,0.00,,0
,,0.0%,,20,,0.00,,0
,,0.0%,,20,,0.00,,0
,,0.0%,,20,,0.01,,0
70,70,0.0%,70,22,70,0.02,70,0
,,0.0%,,24,,0.00,,0
,,0.0%,,18,,0.00,,0
,,0.0%,,18,,0.00,,0
,,0.0%,,19,,0.01,,0
,,0.0%,,18,,0.00,,0
,,0.0%,,18,,0.01,,0
,,0.0%,,19,,0.00,,0
,,0.0%,,18,,0.00,,0
,,0.0%,,22,,0.01,,0
80,80,0.0%,80,20,80,0.00,80,0
,,0.0%,,19,,0.00,,0
,,0.0%,,16,,0.00,,0
,,0.0%,,16,,0.01,,0
,,0.0%,,16,,0.00,,0
