quadrosTotal,quadrosTotalPercent,totalPercent,quadrosCalls,calls,quadrosTotalTime,totalTime,quadrosGCMemory,gcMemory
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
10,10,,10,,10,,10,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
20,20,,20,,20,,20,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
30,30,,30,,30,,30,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
40,40,,40,,40,,40,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
50,50,,50,,50,,50,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
60,60,,60,,60,,60,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
70,70,,70,,70,,70,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
80,80,,80,,80,,80,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,0.0%,,2,,0.11,,0
,,0.0%,,6,,0.00,,0
90,90,0.0%,90,8,90,0.02,90,0
,,0.0%,,10,,0.00,,0
,,0.0%,,10,,0.00,,0
,,0.0%,,6,,0.02,,0
,,0.2%,,6,,0.02,,0
,,0.0%,,6,,0.00,,0
,,0.0%,,32,,0.00,,0
,,0.0%,,10,,0.02,,0
,,0.0%,,32,,0.01,,0
,,0.0%,,10,,0.02,,0
100,100,0.0%,100,10,100,0.04,100,0
,,0.1%,,68,,0.01,,0
,,0.3%,,14,,0.04,,0
,,0.0%,,18,,0.01,,0
,,0.0%,,18,,0.00,,0
,,0.0%,,18,,0.01,,0
,,0.1%,,14,,0.01,,0
,,0.1%,,20,,0.01,,0
,,0.1%,,28,,0.02,,0
,,0.0%,,32,,0.02,,0
110,110,0.1%,110,32,110,0.02,110,0
,,0.0%,,40,,0.03,,0
,,0.0%,,36,,0.01,,0
,,0.2%,,68,,0.03,,0
,,0.2%,,36,,0.03,,0
,,0.1%,,40,,0.01,,0
,,0.0%,,68,,0.02,,0
,,0.1%,,44,,0.02,,0
,,0.1%,,44,,0.02,,0
,,0.1%,,36,,0.01,,0
120,120,0.0%,120,14,120,0.02,120,0
,,0.1%,,40,,0.19,,0
,,0.0%,,40,,0.03,,0
,,0.7%,,44,,0.01,,0
,,0.3%,,68,,0.01,,0
,,0.0%,,88,,0.01,,0
